Product_Code,Week,Sales
P565,W5,13.0
P566,W5,13.0
P598,W5,14.0
P612,W5,14.0
P613,W5,15.0
P615,W5,19.0
P617,W5,39.0
P618,W5,45.0
P619,W5,36.0
P620,W5,39.0
P621,W5,27.0
P622,W5,37.0
P623,W5,39.0
P625,W5,12.0
P626,W5,16.0
P629,W5,11.0
P632,W5,14.0
P633,W5,12.0
P634,W5,12.0
P640,W5,20.0
P781,W5,17.0
P1,W6,14.0
P9,W6,12.0
P10,W6,26.0
P13,W6,18.0
P15,W6,43.0
P16,W6,49.0
P17,W6,44.0
P18,W6,28.0
P19,W6,28.0
P20,W6,17.0
P22,W6,17.0
P24,W6,38.0
P25,W6,42.0
P27,W6,47.0
P28,W6,32.0
P29,W6,15.0
P30,W6,43.0
P31,W6,11.0
P33,W6,11.0
P34,W6,41.0
P35,W6,36.0
P36,W6,39.0
P37,W6,31.0
P38,W6,35.0
P39,W6,25.0
P40,W6,48.0
P41,W6,40.0
P42,W6,31.0
P43,W6,39.0
P44,W6,31.0
P45,W6,33.0
P46,W6,53.0
P47,W6,33.0
P48,W6,29.0
P49,W6,42.0
P51,W6,18.0
P52,W6,35.0
P54,W6,43.0
P55,W6,36.0
P56,W6,42.0
P57,W6,42.0
P58,W6,34.0
P60,W6,38.0
P61,W6,40.0
P62,W6,25.0
P63,W6,48.0
P64,W6,36.0
P66,W6,41.0
P67,W6,38.0
P69,W6,41.0
P70,W6,37.0
P71,W6,12.0
P72,W6,52.0
P73,W6,34.0
P75,W6,28.0
P76,W6,26.0
P78,W6,31.0
P79,W6,41.0
P80,W6,47.0
P83,W6,48.0
P84,W6,32.0
P85,W6,52.0
P86,W6,45.0
P87,W6,40.0
P88,W6,42.0
P89,W6,38.0
P90,W6,43.0
P91,W6,16.0
P92,W6,37.0
P96,W6,36.0
P97,W6,27.0
P99,W6,12.0
P100,W6,13.0
P101,W6,38.0
P102,W6,44.0
P106,W6,11.0
P107,W6,27.0
P109,W6,13.0
P112,W6,35.0
P113,W6,28.0
P119,W6,34.0
P120,W6,30.0
P128,W6,41.0
P129,W6,30.0
P130,W6,45.0
P131,W6,34.0
P132,W6,38.0
P133,W6,47.0
P134,W6,41.0
P135,W6,56.0
P136,W6,51.0
P137,W6,54.0
P138,W6,38.0
P139,W6,48.0
P140,W6,38.0
P141,W6,37.0
P142,W6,42.0
P143,W6,28.0
P144,W6,12.0
P146,W6,11.0
P149,W6,11.0
P154,W6,16.0
P157,W6,11.0
P160,W6,15.0
P165,W6,13.0
P166,W6,15.0
P167,W6,43.0
P168,W6,34.0
P169,W6,46.0
P170,W6,28.0
P171,W6,11.0
P172,W6,30.0
P173,W6,30.0
P174,W6,47.0
P175,W6,40.0
P176,W6,29.0
P177,W6,30.0
P178,W6,43.0
P179,W6,31.0
P180,W6,41.0
P181,W6,30.0
P182,W6,29.0
P183,W6,38.0
P184,W6,52.0
P185,W6,43.0
P186,W6,51.0
P187,W6,28.0
P188,W6,39.0
P189,W6,28.0
P190,W6,31.0
P191,W6,37.0
P192,W6,43.0
P193,W6,39.0
P194,W6,38.0
P196,W6,43.0
P198,W6,11.0
P200,W6,15.0
P202,W6,15.0
P205,W6,15.0
P208,W6,33.0
P210,W6,16.0
P211,W6,17.0
P261,W6,28.0
P262,W6,31.0
P263,W6,13.0
P264,W6,12.0
P268,W6,15.0
P270,W6,16.0
P284,W6,26.0
P286,W6,18.0
P304,W6,15.0
P309,W6,12.0
P314,W6,13.0
P319,W6,11.0
P324,W6,18.0
P332,W6,13.0
P333,W6,11.0
P397,W6,12.0
P398,W6,11.0
P399,W6,18.0
P400,W6,15.0
P403,W6,17.0
P405,W6,17.0
P406,W6,11.0
P407,W6,19.0
P409,W6,36.0
P410,W6,16.0
P411,W6,23.0
P430,W6,14.0
P435,W6,21.0
P485,W6,13.0
P486,W6,27.0
P488,W6,16.0
P491,W6,23.0
P493,W6,12.0
P495,W6,13.0
P496,W6,19.0
P499,W6,14.0
P502,W6,12.0
P504,W6,16.0
P505,W6,16.0
P506,W6,23.0
P507,W6,18.0
P509,W6,13.0
P511,W6,31.0
P512,W6,17.0
P516,W6,21.0
P519,W6,21.0
P520,W6,18.0
P523,W6,16.0
P525,W6,14.0
P527,W6,15.0
P528,W6,14.0
P529,W6,13.0
P530,W6,15.0
P533,W6,29.0
P535,W6,16.0
P536,W6,12.0
P537,W6,24.0
P538,W6,13.0
P540,W6,18.0
P542,W6,11.0
P543,W6,15.0
P544,W6,12.0
P545,W6,17.0
P546,W6,19.0
P548,W6,35.0
P549,W6,36.0
P550,W6,15.0
P551,W6,16.0
P552,W6,11.0
P554,W6,19.0
P556,W6,12.0
P557,W6,33.0
P565,W6,14.0
P566,W6,17.0
P610,W6,11.0
P612,W6,12.0
P613,W6,18.0
P615,W6,29.0
P617,W6,26.0
P618,W6,40.0
P619,W6,37.0
P620,W6,28.0
P621,W6,38.0
P622,W6,37.0
P623,W6,33.0
P624,W6,15.0
P626,W6,11.0
P628,W6,14.0
P635,W6,15.0
P636,W6,11.0
P640,W6,18.0
P781,W6,14.0
P783,W6,15.0
P1,W7,21.0
P3,W7,13.0
P4,W7,13.0
P5,W7,14.0
P10,W7,20.0
P11,W7,16.0
P14,W7,12.0
P15,W7,36.0
P16,W7,41.0
P17,W7,45.0
P18,W7,44.0
P19,W7,34.0
P21,W7,13.0
P22,W7,15.0
P24,W7,39.0
P25,W7,29.0
P26,W7,11.0
P27,W7,27.0
P28,W7,29.0
P29,W7,16.0
P30,W7,28.0
P32,W7,12.0
P33,W7,16.0
P34,W7,51.0
P35,W7,34.0
P36,W7,39.0
P37,W7,26.0
P38,W7,52.0
P39,W7,31.0
P40,W7,40.0
P41,W7,38.0
P42,W7,37.0
P43,W7,30.0
P44,W7,33.0
P45,W7,26.0
P46,W7,43.0
P47,W7,58.0
P48,W7,41.0
P49,W7,36.0
P51,W7,18.0
P52,W7,32.0
P54,W7,40.0
P55,W7,42.0
P56,W7,47.0
P57,W7,27.0
P58,W7,47.0
P60,W7,40.0
P61,W7,35.0
P62,W7,19.0
P63,W7,39.0
P64,W7,43.0
P66,W7,39.0
P67,W7,31.0
P69,W7,35.0
P70,W7,44.0
P72,W7,40.0
P73,W7,41.0
P75,W7,44.0
P76,W7,34.0
P78,W7,32.0
P79,W7,40.0
P80,W7,24.0
P83,W7,37.0
P84,W7,42.0
P85,W7,28.0
P86,W7,37.0
P87,W7,35.0
P88,W7,35.0
P89,W7,30.0
P90,W7,40.0
P92,W7,40.0
P93,W7,11.0
P96,W7,39.0
P97,W7,49.0
P99,W7,15.0
P101,W7,28.0
P102,W7,33.0
P107,W7,20.0
P112,W7,46.0
P113,W7,33.0
P116,W7,11.0
P119,W7,33.0
P120,W7,37.0
P128,W7,45.0
P129,W7,27.0
P130,W7,31.0
P131,W7,43.0
P132,W7,39.0
P133,W7,42.0
P134,W7,33.0
P135,W7,37.0
P136,W7,39.0
P137,W7,30.0
P138,W7,34.0
P139,W7,27.0
P140,W7,28.0
P141,W7,40.0
P142,W7,43.0
P143,W7,41.0
P145,W7,12.0
P147,W7,14.0
P149,W7,14.0
P151,W7,12.0
P153,W7,13.0
P157,W7,14.0
P162,W7,11.0
P164,W7,11.0
P165,W7,14.0
P166,W7,14.0
P167,W7,45.0
P168,W7,49.0
P169,W7,32.0
P170,W7,22.0
P172,W7,45.0
P173,W7,44.0
P174,W7,27.0
P175,W7,53.0
P176,W7,38.0
P177,W7,29.0
P178,W7,47.0
P179,W7,44.0
P180,W7,31.0
P181,W7,42.0
P182,W7,36.0
P183,W7,37.0
P184,W7,33.0
P185,W7,40.0
P186,W7,43.0
P187,W7,19.0
P188,W7,30.0
P189,W7,25.0
P190,W7,37.0
P191,W7,45.0
P192,W7,31.0
P193,W7,41.0
P194,W7,34.0
P196,W7,44.0
P197,W7,18.0
P200,W7,20.0
P202,W7,14.0
P208,W7,28.0
P209,W7,11.0
P210,W7,23.0
P211,W7,14.0
P261,W7,19.0
P262,W7,31.0
P263,W7,13.0
P266,W7,13.0
P268,W7,13.0
P269,W7,15.0
P270,W7,14.0
P284,W7,15.0
P285,W7,13.0
P286,W7,16.0
P299,W7,13.0
P314,W7,18.0
P325,W7,12.0
P332,W7,11.0
P333,W7,13.0
P364,W7,15.0
P397,W7,11.0
P398,W7,14.0
P399,W7,15.0
P400,W7,11.0
P403,W7,18.0
P404,W7,13.0
P405,W7,11.0
P406,W7,17.0
P407,W7,16.0
P408,W7,12.0
P409,W7,38.0
P410,W7,12.0
P411,W7,15.0
P430,W7,11.0
P436,W7,14.0
P485,W7,13.0
P486,W7,15.0
P487,W7,12.0
P488,W7,12.0
P491,W7,23.0
P492,W7,13.0
P494,W7,18.0
P495,W7,11.0
P496,W7,19.0
P501,W7,11.0
P502,W7,11.0
P503,W7,12.0
P504,W7,12.0
P505,W7,17.0
P506,W7,16.0
P507,W7,21.0
P511,W7,26.0
P512,W7,17.0
P513,W7,23.0
P514,W7,12.0
P516,W7,25.0
P517,W7,13.0
P519,W7,18.0
P520,W7,12.0
P523,W7,19.0
P526,W7,17.0
P527,W7,17.0
P528,W7,11.0
P530,W7,17.0
P533,W7,23.0
P535,W7,19.0
P536,W7,11.0
P537,W7,20.0
P538,W7,17.0
P539,W7,12.0
P540,W7,12.0
P545,W7,26.0
P548,W7,39.0
P549,W7,42.0
P552,W7,12.0
P554,W7,23.0
P557,W7,27.0
P558,W7,16.0
P559,W7,11.0
P560,W7,11.0
P561,W7,11.0
P564,W7,12.0
P565,W7,11.0
P566,W7,21.0
P612,W7,26.0
P613,W7,19.0
P615,W7,35.0
P617,W7,44.0
P618,W7,42.0
P619,W7,27.0
P620,W7,28.0
P621,W7,62.0
P622,W7,37.0
P623,W7,29.0
P624,W7,17.0
P627,W7,12.0
P629,W7,18.0
P630,W7,18.0
P631,W7,11.0
P635,W7,13.0
P638,W7,12.0
P640,W7,12.0
P781,W7,15.0
P783,W7,13.0
P3,W8,12.0
P4,W8,13.0
P9,W8,13.0
P10,W8,24.0
P11,W8,11.0
P14,W8,13.0
P15,W8,25.0
P16,W8,49.0
P17,W8,39.0
P18,W8,36.0
P19,W8,42.0
P20,W8,12.0
P22,W8,11.0
P24,W8,41.0
P25,W8,24.0
P27,W8,45.0
P28,W8,43.0
P30,W8,26.0
P31,W8,13.0
P32,W8,11.0
P34,W8,45.0
P35,W8,28.0
P36,W8,27.0
P37,W8,36.0
P38,W8,49.0
P39,W8,43.0
P40,W8,39.0
P41,W8,47.0
P42,W8,22.0
P43,W8,38.0
P44,W8,34.0
P45,W8,34.0
P46,W8,45.0
P47,W8,37.0
P48,W8,35.0
P49,W8,30.0
P50,W8,12.0
P51,W8,14.0
P52,W8,41.0
P54,W8,41.0
P55,W8,42.0
P56,W8,36.0
P57,W8,36.0
P58,W8,41.0
P60,W8,37.0
P61,W8,33.0
P63,W8,40.0
P64,W8,29.0
P65,W8,12.0
P66,W8,36.0
P67,W8,47.0
P69,W8,44.0
P70,W8,35.0
P71,W8,11.0
P72,W8,28.0
P73,W8,56.0
P75,W8,38.0
P76,W8,38.0
P78,W8,47.0
P79,W8,41.0
P80,W8,36.0
P83,W8,63.0
P84,W8,41.0
P85,W8,31.0
P86,W8,43.0
P87,W8,40.0
P88,W8,45.0
P89,W8,35.0
P90,W8,47.0
P92,W8,38.0
P93,W8,12.0
P95,W8,11.0
P96,W8,47.0
P97,W8,38.0
P99,W8,11.0
P101,W8,38.0
P102,W8,22.0
P103,W8,12.0
P106,W8,16.0
P107,W8,19.0
P112,W8,57.0
P113,W8,40.0
P114,W8,11.0
P116,W8,11.0
P118,W8,13.0
P119,W8,44.0
P120,W8,37.0
P121,W8,11.0
P122,W8,12.0
P125,W8,15.0
P128,W8,43.0
P129,W8,37.0
P130,W8,50.0
P131,W8,39.0
P132,W8,32.0
P133,W8,33.0
P134,W8,32.0
P135,W8,39.0
P136,W8,42.0
P137,W8,43.0
P138,W8,26.0
P139,W8,41.0
P140,W8,34.0
P141,W8,40.0
P142,W8,35.0
P143,W8,49.0
P145,W8,13.0
P146,W8,11.0
P149,W8,14.0
P153,W8,17.0
P154,W8,11.0
P157,W8,15.0
P167,W8,45.0
P168,W8,35.0
P169,W8,38.0
P170,W8,37.0
P171,W8,13.0
P172,W8,40.0
P173,W8,37.0
P174,W8,43.0
P175,W8,43.0
P176,W8,45.0
P177,W8,39.0
P178,W8,34.0
P179,W8,37.0
P180,W8,55.0
P181,W8,49.0
P182,W8,44.0
P183,W8,33.0
P184,W8,47.0
P185,W8,38.0
P186,W8,21.0
P187,W8,40.0
P188,W8,43.0
P189,W8,30.0
P190,W8,38.0
P191,W8,42.0
P192,W8,31.0
P193,W8,33.0
P194,W8,33.0
P196,W8,36.0
P200,W8,17.0
P202,W8,20.0
P205,W8,14.0
P208,W8,19.0
P261,W8,22.0
P262,W8,38.0
P263,W8,23.0
P264,W8,15.0
P266,W8,11.0
P268,W8,17.0
P269,W8,12.0
P270,W8,29.0
P284,W8,18.0
P285,W8,16.0
P286,W8,15.0
P294,W8,16.0
P304,W8,14.0
P305,W8,12.0
P311,W8,12.0
P319,W8,15.0
P397,W8,11.0
P398,W8,11.0
P399,W8,12.0
P400,W8,12.0
P403,W8,17.0
P405,W8,28.0
P406,W8,14.0
P407,W8,23.0
P408,W8,16.0
P409,W8,49.0
P410,W8,22.0
P411,W8,14.0
P430,W8,12.0
P435,W8,13.0
P485,W8,12.0
P486,W8,30.0
P487,W8,15.0
P490,W8,13.0
P491,W8,13.0
P493,W8,12.0
P494,W8,11.0
P495,W8,17.0
P502,W8,16.0
P503,W8,14.0
P504,W8,15.0
P505,W8,18.0
P506,W8,16.0
P507,W8,18.0
P511,W8,21.0
P512,W8,16.0
P513,W8,24.0
P514,W8,16.0
P516,W8,21.0
P518,W8,14.0
P519,W8,27.0
P520,W8,18.0
P524,W8,11.0
P525,W8,21.0
P526,W8,20.0
P528,W8,17.0
P529,W8,15.0
P530,W8,14.0
P532,W8,15.0
P533,W8,27.0
P534,W8,13.0
P535,W8,19.0
P536,W8,12.0
P537,W8,16.0
P538,W8,15.0
P539,W8,12.0
P540,W8,23.0
P541,W8,13.0
P542,W8,13.0
P544,W8,16.0
P545,W8,11.0
P546,W8,11.0
P547,W8,13.0
P548,W8,40.0
P549,W8,40.0
P551,W8,11.0
P554,W8,17.0
P555,W8,14.0
P556,W8,14.0
P557,W8,25.0
P558,W8,14.0
P560,W8,11.0
P564,W8,11.0
P565,W8,11.0
P566,W8,18.0
P598,W8,12.0
P612,W8,20.0
P613,W8,33.0
P615,W8,15.0
P617,W8,34.0
P618,W8,42.0
P619,W8,40.0
P620,W8,30.0
P621,W8,39.0
P622,W8,26.0
P623,W8,41.0
P627,W8,13.0
P630,W8,13.0
P631,W8,11.0
P635,W8,14.0
P636,W8,14.0
P638,W8,13.0
P640,W8,18.0
P781,W8,15.0
P783,W8,17.0
P1,W9,14.0
P4,W9,11.0
P9,W9,12.0
P10,W9,20.0
P13,W9,17.0
P15,W9,52.0
P16,W9,38.0
P17,W9,33.0
P18,W9,36.0
P19,W9,40.0
P21,W9,12.0
P22,W9,13.0
P24,W9,39.0
P25,W9,32.0
P26,W9,14.0
P27,W9,39.0
P28,W9,33.0
P29,W9,12.0
P30,W9,33.0
P32,W9,15.0
P34,W9,29.0
P35,W9,41.0
P36,W9,48.0
P37,W9,29.0
P38,W9,46.0
P39,W9,40.0
P40,W9,40.0
P41,W9,48.0
P42,W9,38.0
P43,W9,38.0
P44,W9,27.0
P45,W9,41.0
P46,W9,32.0
P47,W9,34.0
P48,W9,45.0
P49,W9,48.0
P51,W9,18.0
P52,W9,36.0
P54,W9,38.0
P55,W9,29.0
P56,W9,42.0
P57,W9,45.0
P58,W9,42.0
P59,W9,13.0
P60,W9,34.0
P61,W9,33.0
P62,W9,15.0
P63,W9,34.0
P64,W9,30.0
P66,W9,45.0
P67,W9,37.0
P68,W9,19.0
P69,W9,26.0
P70,W9,33.0
P72,W9,34.0
P73,W9,33.0
P74,W9,11.0
P75,W9,45.0
P76,W9,45.0
P78,W9,36.0
P79,W9,38.0
P80,W9,31.0
P83,W9,37.0
P84,W9,42.0
P85,W9,27.0
P86,W9,36.0
P87,W9,41.0
P88,W9,38.0
P89,W9,49.0
P90,W9,35.0
P92,W9,43.0
P95,W9,12.0
P96,W9,39.0
P97,W9,43.0
P101,W9,45.0
P102,W9,38.0
P103,W9,13.0
P106,W9,15.0
P107,W9,17.0
P109,W9,14.0
P112,W9,34.0
P113,W9,27.0
P114,W9,14.0
P115,W9,11.0
P118,W9,13.0
P119,W9,49.0
P120,W9,39.0
P122,W9,17.0
P125,W9,14.0
P128,W9,40.0
P129,W9,34.0
P130,W9,46.0
P131,W9,31.0
P132,W9,45.0
P133,W9,38.0
P134,W9,34.0
P135,W9,31.0
P136,W9,37.0
P137,W9,40.0
P138,W9,36.0
P139,W9,36.0
P140,W9,27.0
P141,W9,37.0
P142,W9,35.0
P143,W9,41.0
P146,W9,11.0
P149,W9,11.0
P152,W9,12.0
P153,W9,14.0
P165,W9,16.0
P167,W9,36.0
P168,W9,45.0
P169,W9,39.0
P170,W9,42.0
P171,W9,13.0
P172,W9,29.0
P173,W9,38.0
P174,W9,41.0
P175,W9,37.0
P176,W9,32.0
P177,W9,40.0
P178,W9,39.0
P179,W9,38.0
P180,W9,34.0
P181,W9,46.0
P182,W9,37.0
P183,W9,30.0
P184,W9,44.0
P185,W9,35.0
P186,W9,44.0
P187,W9,38.0
P188,W9,20.0
P189,W9,32.0
P190,W9,35.0
P191,W9,40.0
P192,W9,39.0
P193,W9,43.0
P194,W9,37.0
P196,W9,39.0
P197,W9,12.0
P198,W9,16.0
P200,W9,12.0
P202,W9,16.0
P205,W9,11.0
P208,W9,26.0
P209,W9,14.0
P210,W9,11.0
P211,W9,11.0
P261,W9,19.0
P262,W9,34.0
P263,W9,18.0
P266,W9,14.0
P267,W9,12.0
P268,W9,18.0
P270,W9,13.0
P284,W9,19.0
P286,W9,19.0
P294,W9,12.0
P309,W9,16.0
P314,W9,13.0
P334,W9,12.0
P364,W9,13.0
P398,W9,11.0
P399,W9,21.0
P400,W9,20.0
P403,W9,14.0
P404,W9,11.0
P406,W9,12.0
P407,W9,23.0
P408,W9,16.0
P409,W9,46.0
P410,W9,15.0
P411,W9,18.0
P430,W9,13.0
P435,W9,20.0
P486,W9,23.0
P487,W9,11.0
P490,W9,11.0
P491,W9,12.0
P493,W9,17.0
P494,W9,12.0
P495,W9,31.0
P502,W9,15.0
P503,W9,12.0
P504,W9,12.0
P505,W9,17.0
P506,W9,18.0
P507,W9,18.0
P511,W9,42.0
P512,W9,20.0
P513,W9,21.0
P515,W9,11.0
P516,W9,13.0
P517,W9,13.0
P519,W9,23.0
P520,W9,14.0
P521,W9,21.0
P525,W9,16.0
P526,W9,14.0
P527,W9,17.0
P528,W9,15.0
P530,W9,21.0
P533,W9,23.0
P534,W9,11.0
P535,W9,23.0
P537,W9,19.0
P540,W9,27.0
P542,W9,12.0
P543,W9,13.0
P544,W9,16.0
P545,W9,22.0
P546,W9,12.0
P547,W9,17.0
P548,W9,37.0
P549,W9,44.0
P554,W9,17.0
P556,W9,11.0
P557,W9,32.0
P559,W9,15.0
P564,W9,13.0
P566,W9,18.0
P598,W9,12.0
P612,W9,13.0
P613,W9,31.0
P615,W9,27.0
P617,W9,34.0
P618,W9,41.0
P619,W9,34.0
P620,W9,32.0
P621,W9,39.0
P622,W9,42.0
P623,W9,31.0
P624,W9,13.0
P625,W9,17.0
P626,W9,12.0
P627,W9,13.0
P629,W9,15.0
P631,W9,18.0
P633,W9,12.0
P638,W9,15.0
P640,W9,11.0
P781,W9,19.0
P783,W9,22.0
P1,W10,11.0
P3,W10,14.0
P5,W10,11.0
P9,W10,15.0
P10,W10,31.0
P13,W10,11.0
P15,W10,39.0
P16,W10,42.0
P17,W10,39.0
P18,W10,23.0
P19,W10,43.0
P21,W10,13.0
P24,W10,44.0
P25,W10,45.0
P26,W10,16.0
P27,W10,47.0
P28,W10,37.0
P29,W10,18.0
P30,W10,46.0
P33,W10,11.0
P34,W10,51.0
P35,W10,41.0
P36,W10,47.0
P37,W10,31.0
P38,W10,53.0
P39,W10,41.0
P40,W10,47.0
P41,W10,32.0
P42,W10,33.0
P43,W10,56.0
P44,W10,29.0
P45,W10,33.0
P46,W10,37.0
P47,W10,37.0
P48,W10,43.0
P49,W10,28.0
P50,W10,13.0
P51,W10,19.0
P52,W10,44.0
P54,W10,33.0
P55,W10,42.0
P56,W10,42.0
P57,W10,27.0
P58,W10,28.0
P59,W10,11.0
P60,W10,34.0
P61,W10,35.0
P62,W10,15.0
P63,W10,50.0
P64,W10,48.0
P65,W10,16.0
P66,W10,48.0
P67,W10,42.0
P69,W10,48.0
P70,W10,26.0
P71,W10,12.0
P72,W10,43.0
P73,W10,44.0
P75,W10,52.0
P76,W10,26.0
P78,W10,44.0
P79,W10,37.0
P80,W10,39.0
P83,W10,30.0
P84,W10,46.0
P85,W10,35.0
P86,W10,36.0
P87,W10,34.0
P88,W10,28.0
P89,W10,49.0
P90,W10,38.0
P92,W10,41.0
P95,W10,13.0
P96,W10,24.0
P97,W10,35.0
P101,W10,52.0
P102,W10,33.0
P106,W10,12.0
P107,W10,18.0
P110,W10,13.0
P112,W10,39.0
P113,W10,38.0
P115,W10,16.0
P119,W10,37.0
P120,W10,32.0
P121,W10,14.0
P124,W10,11.0
P125,W10,15.0
P128,W10,46.0
P129,W10,41.0
P130,W10,39.0
P131,W10,45.0
P132,W10,48.0
P133,W10,47.0
P134,W10,38.0
P135,W10,43.0
P136,W10,35.0
P137,W10,33.0
P138,W10,33.0
P139,W10,31.0
P140,W10,28.0
P141,W10,34.0
P142,W10,43.0
P143,W10,36.0
P145,W10,12.0
P147,W10,12.0
P152,W10,16.0
P162,W10,18.0
P166,W10,16.0
P167,W10,48.0
P168,W10,39.0
P169,W10,32.0
P170,W10,32.0
P171,W10,14.0
P172,W10,45.0
P173,W10,41.0
P174,W10,34.0
P175,W10,29.0
P176,W10,45.0
P177,W10,36.0
P178,W10,33.0
P179,W10,33.0
P180,W10,51.0
P181,W10,26.0
P182,W10,47.0
P183,W10,37.0
P184,W10,38.0
P185,W10,43.0
P186,W10,35.0
P187,W10,28.0
P188,W10,25.0
P189,W10,38.0
P190,W10,43.0
P191,W10,40.0
P192,W10,26.0
P193,W10,49.0
P194,W10,34.0
P196,W10,37.0
P197,W10,12.0
P200,W10,14.0
P205,W10,12.0
P208,W10,43.0
P209,W10,13.0
P210,W10,13.0
P211,W10,19.0
P261,W10,21.0
P262,W10,28.0
P263,W10,19.0
P267,W10,13.0
P268,W10,14.0
P270,W10,20.0
P284,W10,16.0
P285,W10,12.0
P286,W10,14.0
P294,W10,12.0
P299,W10,11.0
P309,W10,11.0
P314,W10,16.0
P319,W10,12.0
P332,W10,11.0
P333,W10,13.0
P334,W10,11.0
P399,W10,15.0
P403,W10,13.0
P404,W10,18.0
P405,W10,25.0
P406,W10,13.0
P407,W10,23.0
P409,W10,44.0
P410,W10,18.0
P411,W10,17.0
P435,W10,15.0
P436,W10,12.0
P485,W10,13.0
P486,W10,19.0
P491,W10,14.0
P493,W10,12.0
P495,W10,20.0
P501,W10,11.0
P502,W10,13.0
P503,W10,23.0
P504,W10,11.0
P505,W10,16.0
P507,W10,20.0
P511,W10,22.0
P512,W10,21.0
P513,W10,18.0
P515,W10,11.0
P516,W10,31.0
P517,W10,11.0
P518,W10,15.0
P519,W10,16.0
P520,W10,13.0
P521,W10,13.0
P522,W10,19.0
P523,W10,19.0
P525,W10,11.0
P526,W10,15.0
P527,W10,13.0
P529,W10,16.0
P530,W10,16.0
P533,W10,23.0
P535,W10,24.0
P537,W10,18.0
P539,W10,11.0
P540,W10,19.0
P541,W10,16.0
P543,W10,11.0
P544,W10,14.0
P545,W10,13.0
P547,W10,11.0
P548,W10,38.0
P549,W10,40.0
P550,W10,16.0
P554,W10,31.0
P556,W10,18.0
P557,W10,40.0
P559,W10,17.0
P560,W10,11.0
P563,W10,11.0
P564,W10,12.0
P566,W10,21.0
P598,W10,11.0
P612,W10,11.0
P613,W10,21.0
P615,W10,24.0
P617,W10,43.0
P618,W10,42.0
P619,W10,45.0
P620,W10,38.0
P621,W10,38.0
P622,W10,34.0
P623,W10,37.0
P624,W10,11.0
P625,W10,17.0
P626,W10,12.0
P627,W10,12.0
P631,W10,13.0
P634,W10,16.0
P635,W10,14.0
P636,W10,11.0
P638,W10,12.0
P640,W10,17.0
P781,W10,19.0
P783,W10,12.0
P1,W11,14.0
P5,W11,18.0
P9,W11,15.0
P10,W11,22.0
P13,W11,12.0
P14,W11,17.0
P15,W11,42.0
P16,W11,30.0
P17,W11,37.0
P18,W11,38.0
P19,W11,35.0
P22,W11,18.0
P24,W11,35.0
P25,W11,41.0
P27,W11,39.0
P28,W11,44.0
P30,W11,42.0
P31,W11,15.0
P32,W11,15.0
P34,W11,40.0
P35,W11,35.0
P36,W11,35.0
P37,W11,36.0
P38,W11,57.0
P39,W11,43.0
P40,W11,31.0
P41,W11,37.0
P42,W11,39.0
P43,W11,34.0
P44,W11,33.0
P45,W11,29.0
P46,W11,32.0
P47,W11,19.0
P48,W11,41.0
P49,W11,39.0
P50,W11,11.0
P51,W11,17.0
P52,W11,39.0
P54,W11,52.0
P55,W11,47.0
P56,W11,37.0
P57,W11,39.0
P58,W11,35.0
P59,W11,12.0
P60,W11,26.0
P61,W11,43.0
P62,W11,18.0
P63,W11,40.0
P64,W11,34.0
P65,W11,17.0
P66,W11,27.0
P67,W11,34.0
P69,W11,46.0
P70,W11,32.0
P71,W11,12.0
P72,W11,32.0
P73,W11,36.0
P74,W11,15.0
P75,W11,41.0
P76,W11,49.0
P78,W11,34.0
P79,W11,37.0
P80,W11,35.0
P81,W11,11.0
P82,W11,16.0
P83,W11,37.0
P84,W11,35.0
P85,W11,41.0
P86,W11,46.0
P87,W11,39.0
P88,W11,43.0
P89,W11,41.0
P90,W11,37.0
P91,W11,12.0
P92,W11,38.0
P93,W11,13.0
P95,W11,16.0
P96,W11,29.0
P97,W11,37.0
P100,W11,12.0
P101,W11,37.0
P102,W11,33.0
P107,W11,21.0
P110,W11,11.0
P112,W11,30.0
P113,W11,40.0
P114,W11,16.0
P116,W11,13.0
P118,W11,11.0
P119,W11,29.0
P120,W11,31.0
P121,W11,12.0
P128,W11,40.0
P129,W11,45.0
P130,W11,35.0
P131,W11,38.0
P132,W11,32.0
P133,W11,32.0
P134,W11,29.0
P135,W11,45.0
P136,W11,47.0
P137,W11,45.0
P138,W11,28.0
P139,W11,34.0
P140,W11,39.0
P141,W11,25.0
P142,W11,37.0
P143,W11,27.0
P144,W11,18.0
P145,W11,11.0
P146,W11,15.0
P147,W11,11.0
P153,W11,12.0
P157,W11,14.0
P160,W11,16.0
P164,W11,13.0
P166,W11,13.0
P167,W11,46.0
P168,W11,28.0
P169,W11,32.0
P170,W11,36.0
P171,W11,11.0
P172,W11,32.0
P173,W11,38.0
P174,W11,53.0
P175,W11,38.0
P176,W11,53.0
P177,W11,35.0
P178,W11,41.0
P179,W11,35.0
P180,W11,37.0
P181,W11,31.0
P182,W11,29.0
P183,W11,20.0
P184,W11,45.0
P185,W11,41.0
P186,W11,50.0
P187,W11,31.0
P188,W11,49.0
P189,W11,23.0
P190,W11,36.0
P191,W11,42.0
P192,W11,33.0
P193,W11,41.0
P194,W11,43.0
P196,W11,27.0
P200,W11,22.0
P202,W11,16.0
P205,W11,12.0
P208,W11,36.0
P210,W11,14.0
P211,W11,12.0
P261,W11,18.0
P262,W11,25.0
P263,W11,19.0
P264,W11,15.0
P266,W11,14.0
P267,W11,16.0
P268,W11,21.0
P269,W11,12.0
